fips,county,state_name,state_abbr,svi,risk,ml_risk
13089,DeKalb County,Georgia,GA,0.7903,0.9371,1.0
13091,Dodge County,Georgia,GA,0.8559,0.2568,0.0
13093,Dooly County,Georgia,GA,0.9313,0.2794,0.0
13095,Dougherty County,Georgia,GA,0.9761,0.6428,0.5
13097,Douglas County,Georgia,GA,0.7012,0.2104,0.0
13099,Early County,Georgia,GA,0.9357,0.2807,0.0
13101,Echols County,Georgia,GA,0.4623,0.1387,0.0
13103,Effingham County,Georgia,GA,0.2851,0.0855,0.0
13105,Elbert County,Georgia,GA,0.9224,0.2767,0.0
13107,Emanuel County,Georgia,GA,0.9494,0.9848,1.0
13109,Evans County,Georgia,GA,0.9784,0.2935,0.0
13111,Fannin County,Georgia,GA,0.6172,0.1852,0.0
13113,Fayette County,Georgia,GA,0.1686,0.0506,0.0
13115,Floyd County,Georgia,GA,0.9284,0.2785,0.0
13117,Forsyth County,Georgia,GA,0.07,0.021,0.0
13119,Franklin County,Georgia,GA,0.8314,0.2494,0.0
13121,Fulton County,Georgia,GA,0.6599,0.198,0.0
13123,Gilmer County,Georgia,GA,0.545,0.1635,0.0
13125,Glascock County,Georgia,GA,0.6621,0.1986,0.0
13127,Glynn County,Georgia,GA,0.7744,0.2323,0.0
13129,Gordon County,Georgia,GA,0.7318,0.2195,0.0
13131,Grady County,Georgia,GA,0.944,0.2832,0.0
13133,Greene County,Georgia,GA,0.5081,0.1524,0.0
13135,Gwinnett County,Georgia,GA,0.6433,0.193,0.0
13137,Habersham County,Georgia,GA,0.728,0.2184,0.0
13139,Hall County,Georgia,GA,0.8136,0.2441,0.0
13141,Hancock County,Georgia,GA,0.9666,0.29,0.0
13143,Haralson County,Georgia,GA,0.3089,0.0927,0.0
13145,Harris County,Georgia,GA,0.0675,0.0202,0.0
13147,Hart County,Georgia,GA,0.7681,0.2304,0.0
13149,Heard County,Georgia,GA,0.6459,0.1938,0.0
13151,Henry County,Georgia,GA,0.4018,0.1205,0.0
13153,Houston County,Georgia,GA,0.4887,0.1466,0.0
13155,Irwin County,Georgia,GA,0.8282,0.2485,0.0
13157,Jackson County,Georgia,GA,0.3264,0.7979,1.0
13159,Jasper County,Georgia,GA,0.5492,0.1648,0.0
13161,Jeff Davis County,Georgia,GA,0.8785,0.2635,0.0
13163,Jefferson County,Georgia,GA,0.9583,0.2875,0.0
13165,Jenkins County,Georgia,GA,0.8352,0.2506,0.0
13167,Johnson County,Georgia,GA,0.9322,0.2797,0.0
13169,Jones County,Georgia,GA,0.3675,0.1102,0.0
13171,Lamar County,Georgia,GA,0.4092,0.1228,0.0
13173,Lanier County,Georgia,GA,0.8011,0.2403,0.0
13175,Laurens County,Georgia,GA,0.9014,0.2704,0.0
13177,Lee County,Georgia,GA,0.2606,0.0782,0.0
13179,Liberty County,Georgia,GA,0.9007,0.2702,0.0
13181,Lincoln County,Georgia,GA,0.5488,0.1646,0.0
13183,Long County,Georgia,GA,0.8851,0.2655,0.0
13185,Lowndes County,Georgia,GA,0.8702,0.2611,0.0
13187,Lumpkin County,Georgia,GA,0.3608,0.1082,0.0
13189,McDuffie County,Georgia,GA,0.6567,0.197,0.0
13191,McIntosh County,Georgia,GA,0.7098,0.2129,0.0
13193,Macon County,Georgia,GA,0.9866,0.296,0.0
13195,Madison County,Georgia,GA,0.7423,0.2227,0.0
13197,Marion County,Georgia,GA,0.8877,0.2663,0.0
13199,Meriwether County,Georgia,GA,0.9074,0.2722,0.0
13201,Miller County,Georgia,GA,0.945,0.2835,0.0
13205,Mitchell County,Georgia,GA,0.9914,0.2974,0.0
13207,Monroe County,Georgia,GA,0.329,0.0987,0.0
13209,Montgomery County,Georgia,GA,0.7547,0.2264,0.0
13211,Morgan County,Georgia,GA,0.266,0.0798,0.0
13213,Murray County,Georgia,GA,0.6847,0.2054,0.0
13215,Muscogee County,Georgia,GA,0.9446,0.2834,0.0
13217,Newton County,Georgia,GA,0.6577,0.1973,0.0
13219,Oconee County,Georgia,GA,0.0137,0.0041,0.0
13221,Oglethorpe County,Georgia,GA,0.4645,0.1394,0.0
13223,Paulding County,Georgia,GA,0.1429,0.0429,0.0
13225,Peach County,Georgia,GA,0.8772,0.2632,0.0
13227,Pickens County,Georgia,GA,0.3392,0.1018,0.0
13229,Pierce County,Georgia,GA,0.3051,0.0915,0.0
13231,Pike County,Georgia,GA,0.0665,0.02,0.0
13233,Polk County,Georgia,GA,0.8285,0.2486,0.0
13235,Pulaski County,Georgia,GA,0.9376,0.2813,0.0
13237,Putnam County,Georgia,GA,0.5679,0.1704,0.0
13239,Quitman County,Georgia,GA,0.8202,0.2461,0.0
13241,Rabun County,Georgia,GA,0.441,0.1323,0.0
13243,Randolph County,Georgia,GA,0.9882,0.2965,0.0
13245,Richmond County,Georgia,GA,0.9513,0.2854,0.0
13247,Rockdale County,Georgia,GA,0.777,0.2331,0.0
13249,Schley County,Georgia,GA,0.4973,0.1492,0.0
13251,Screven County,Georgia,GA,0.699,0.2097,0.0
13253,Seminole County,Georgia,GA,0.8813,0.2644,0.0
13255,Spalding County,Georgia,GA,0.8206,0.2462,0.0
13257,Stephens County,Georgia,GA,0.7836,0.2351,0.0
13259,Stewart County,Georgia,GA,0.9736,0.2921,0.0
13261,Sumter County,Georgia,GA,0.9631,0.2889,0.0
13263,Talbot County,Georgia,GA,0.6923,0.2077,0.0
13265,Taliaferro County,Georgia,GA,0.692,0.2076,0.0
13267,Tattnall County,Georgia,GA,0.9287,0.2786,0.0
13269,Taylor County,Georgia,GA,0.9555,0.2866,0.0
13271,Telfair County,Georgia,GA,0.9765,0.293,0.0
13273,Terrell County,Georgia,GA,0.9809,0.2943,0.0
13275,Thomas County,Georgia,GA,0.8158,0.2447,0.0
13277,Tift County,Georgia,GA,0.8759,0.9628,1.0
13279,Toombs County,Georgia,GA,0.9857,0.2957,0.0
13281,Towns County,Georgia,GA,0.5622,0.1687,0.0
13283,Treutlen County,Georgia,GA,0.9389,0.2817,0.0
13285,Troup County,Georgia,GA,0.9023,0.2707,0.0
13287,Turner County,Georgia,GA,0.9675,0.2902,0.0
13289,Twiggs County,Georgia,GA,0.6538,0.1961,0.0
13291,Union County,Georgia,GA,0.4932,0.148,0.0
13293,Upson County,Georgia,GA,0.6468,0.194,0.0
13295,Walker County,Georgia,GA,0.6796,0.2039,0.0
13297,Walton County,Georgia,GA,0.4095,0.1228,0.0
13299,Ware County,Georgia,GA,0.9596,0.2879,0.0
13301,Warren County,Georgia,GA,0.8123,0.2437,0.0
13303,Washington County,Georgia,GA,0.9115,0.2734,0.0
13305,Wayne County,Georgia,GA,0.9434,0.283,0.0
13307,Webster County,Georgia,GA,0.8447,0.2534,0.0
13309,Wheeler County,Georgia,GA,0.7716,0.2315,0.0
13311,White County,Georgia,GA,0.3455,0.1036,0.0
13313,Whitfield County,Georgia,GA,0.8836,0.2651,0.0
13315,Wilcox County,Georgia,GA,0.8212,0.2464,0.0
13317,Wilkes County,Georgia,GA,0.6083,0.1825,0.0
13319,Wilkinson County,Georgia,GA,0.784,0.2352,0.0
13321,Worth County,Georgia,GA,0.8571,0.2571,0.0
15001,Hawaii County,Hawaii,HI,0.636,0.1908,0.0
15003,Honolulu County,Hawaii,HI,0.5708,0.1712,0.0
15005,Kalawao County,Hawaii,HI,0.1871,0.0561,0.0
15007,Kauai County,Hawaii,HI,0.3964,0.1189,0.0
15009,Maui County,Hawaii,HI,0.4938,0.1481,0.0
16001,Ada County,Idaho,ID,0.1931,0.0579,0.0
16003,Adams County,Idaho,ID,0.2017,0.0605,0.0
16005,Bannock County,Idaho,ID,0.4995,0.1498,0.0
16007,Bear Lake County,Idaho,ID,0.2024,0.0607,0.0
16009,Benewah County,Idaho,ID,0.6717,0.2015,0.0
16011,Bingham County,Idaho,ID,0.5469,0.1641,0.0
16013,Blaine County,Idaho,ID,0.4025,0.1208,0.0
16015,Boise County,Idaho,ID,0.1075,0.0322,0.0
16017,Bonner County,Idaho,ID,0.412,0.1236,0.0
16019,Bonneville County,Idaho,ID,0.4473,0.1342,0.0
16021,Boundary County,Idaho,ID,0.5037,0.1511,0.0
16023,Butte County,Idaho,ID,0.7009,0.2103,0.0
16025,Camas County,Idaho,ID,0.3271,0.0981,0.0
16027,Canyon County,Idaho,ID,0.6217,0.1865,0.0
16029,Caribou County,Idaho,ID,0.1231,0.0369,0.0
16031,Cassia County,Idaho,ID,0.56,0.168,0.0
16033,Clark County,Idaho,ID,0.5412,0.1624,0.0
16035,Clearwater County,Idaho,ID,0.5912,0.1774,0.0
16037,Custer County,Idaho,ID,0.3713,0.1114,0.0
16039,Elmore County,Idaho,ID,0.8155,0.2446,0.0
16041,Franklin County,Idaho,ID,0.1101,0.033,0.0
16043,Fremont County,Idaho,ID,0.5504,0.1651,0.0
16045,Gem County,Idaho,ID,0.6153,0.1846,0.0
16047,Gooding County,Idaho,ID,0.8059,0.2418,0.0
16049,Idaho County,Idaho,ID,0.5199,0.156,0.0
16051,Jefferson County,Idaho,ID,0.1212,0.0364,0.0
16053,Jerome County,Idaho,ID,0.5826,0.1748,0.0
16055,Kootenai County,Idaho,ID,0.2746,0.0824,0.0
16057,Latah County,Idaho,ID,0.2825,0.0847,0.0
16059,Lemhi County,Idaho,ID,0.4073,0.1222,0.0
16061,Lewis County,Idaho,ID,0.7146,0.2144,0.0
16063,Lincoln County,Idaho,ID,0.6742,0.2023,0.0
16065,Madison County,Idaho,ID,0.4318,0.1295,0.0
16067,Minidoka County,Idaho,ID,0.5978,0.1793,0.0
16069,Nez Perce County,Idaho,ID,0.5892,0.1768,0.0
16071,Oneida County,Idaho,ID,0.0792,0.0238,0.0
16073,Owyhee County,Idaho,ID,0.7432,0.223,0.0
16075,Payette County,Idaho,ID,0.6713,0.2014,0.0
16077,Power County,Idaho,ID,0.762,0.2286,0.0
16079,Shoshone County,Idaho,ID,0.7493,0.2248,0.0
16081,Teton County,Idaho,ID,0.2052,0.0616,0.0
16083,Twin Falls County,Idaho,ID,0.5756,0.1727,0.0
16085,Valley County,Idaho,ID,0.1365,0.041,0.0
16087,Washington County,Idaho,ID,0.9093,0.2728,0.0
17001,Adams County,Illinois,IL,0.2965,0.0889,0.0
17003,Alexander County,Illinois,IL,0.8941,0.2682,0.0
17005,Bond County,Illinois,IL,0.5253,0.8576,1.0
17007,Boone County,Illinois,IL,0.4655,0.1396,0.0
17009,Brown County,Illinois,IL,0.4753,0.1426,0.0
17011,Bureau County,Illinois,IL,0.3544,0.8063,1.0
17013,Calhoun County,Illinois,IL,0.0541,0.0162,0.0
17015,Carroll County,Illinois,IL,0.2304,0.0691,0.0
17017,Cass County,Illinois,IL,0.4998,0.1499,0.0
17019,Champaign County,Illinois,IL,0.4658,0.1397,0.0
17021,Christian County,Illinois,IL,0.1966,0.059,0.0
17023,Clark County,Illinois,IL,0.0745,0.0223,0.0
17025,Clay County,Illinois,IL,0.5813,0.1744,0.0
17027,Clinton County,Illinois,IL,0.1168,0.035,0.0
17029,Coles County,Illinois,IL,0.5574,0.1672,0.0
17031,Cook County,Illinois,IL,0.7964,0.2389,0.0
17033,Crawford County,Illinois,IL,0.1919,0.0576,0.0
17035,Cumberland County,Illinois,IL,0.015,0.0045,0.0
17037,DeKalb County,Illinois,IL,0.5523,0.1657,0.0
17039,De Witt County,Illinois,IL,0.0493,0.0148,0.0
17041,Douglas County,Illinois,IL,0.4578,0.1373,0.0
17043,DuPage County,Illinois,IL,0.2284,0.0685,0.0
17045,Edgar County,Illinois,IL,0.343,0.1029,0.0
17047,Edwards County,Illinois,IL,0.3058,0.0917,0.0
17049,Effingham County,Illinois,IL,0.2081,0.0624,0.0
17051,Fayette County,Illinois,IL,0.5644,0.1693,0.0
17053,Ford County,Illinois,IL,0.3824,0.1147,0.0
17055,Franklin County,Illinois,IL,0.4871,0.1461,0.0
17057,Fulton County,Illinois,IL,0.2106,0.0632,0.0
17059,Gallatin County,Illinois,IL,0.4521,0.1356,0.0
17061,Greene County,Illinois,IL,0.1044,0.7313,1.0
17063,Grundy County,Illinois,IL,0.0773,0.0232,0.0
17065,Hamilton County,Illinois,IL,0.3029,0.0909,0.0
17067,Hancock County,Illinois,IL,0.0885,0.0266,0.0
17069,Hardin County,Illinois,IL,0.2383,0.0715,0.0
17071,Henderson County,Illinois,IL,0.0391,0.0117,0.0
17073,Henry County,Illinois,IL,0.126,0.0378,0.0
17075,Iroquois County,Illinois,IL,0.2673,0.0802,0.0
17077,Jackson County,Illinois,IL,0.8479,0.9544,1.0
17079,Jasper County,Illinois,IL,0.0875,0.0262,0.0
17081,Jefferson County,Illinois,IL,0.7117,0.2135,0.0
17083,Jersey County,Illinois,IL,0.0318,0.0095,0.0
17085,Jo Daviess County,Illinois,IL,0.076,0.0228,0.0
17087,Johnson County,Illinois,IL,0.3834,0.115,0.0
17089,Kane County,Illinois,IL,0.5084,0.1525,0.0
17091,Kankakee County,Illinois,IL,0.7241,0.2172,0.0
17093,Kendall County,Illinois,IL,0.0996,0.0299,0.0
17095,Knox County,Illinois,IL,0.644,0.1932,0.0
17097,Lake County,Illinois,IL,0.475,0.1425,0.0
17099,LaSalle County,Illinois,IL,0.3894,0.1168,0.0
17101,Lawrence County,Illinois,IL,0.5657,0.1697,0.0
17103,Lee County,Illinois,IL,0.3777,0.1133,0.0
17105,Livingston County,Illinois,IL,0.328,0.0984,0.0
17107,Logan County,Illinois,IL,0.2921,0.7876,1.0
17109,McDonough County,Illinois,IL,0.539,0.1617,0.0
17111,McHenry County,Illinois,IL,0.0923,0.0277,0.0
17113,McLean County,Illinois,IL,0.1903,0.0571,0.0
17115,Macon County,Illinois,IL,0.5396,0.1619,0.0
17117,Macoupin County,Illinois,IL,0.1161,0.7348,1.0
17119,Madison County,Illinois,IL,0.2561,0.3101,0.3333
17121,Marion County,Illinois,IL,0.6036,0.1811,0.0
17123,Marshall County,Illinois,IL,0.0894,0.0268,0.0
17125,Mason County,Illinois,IL,0.1254,0.0376,0.0
17127,Massac County,Illinois,IL,0.5625,0.1687,0.0
17129,Menard County,Illinois,IL,0.0283,0.0085,0.0
17131,Mercer County,Illinois,IL,0.064,0.0192,0.0
17133,Monroe County,Illinois,IL,0.001,0.0003,0.0
17135,Montgomery County,Illinois,IL,0.3191,0.7957,1.0
17137,Morgan County,Illinois,IL,0.4935,0.148,0.0
17139,Moultrie County,Illinois,IL,0.4827,0.1448,0.0
17141,Ogle County,Illinois,IL,0.3131,0.0939,0.0
17143,Peoria County,Illinois,IL,0.6656,0.1997,0.0
17145,Perry County,Illinois,IL,0.6001,0.18,0.0
17147,Piatt County,Illinois,IL,0.0045,0.0013,0.0
17149,Pike County,Illinois,IL,0.2771,0.0831,0.0
17151,Pope County,Illinois,IL,0.3277,0.0983,0.0
17153,Pulaski County,Illinois,IL,0.6357,0.1907,0.0
17155,Putnam County,Illinois,IL,0.0048,0.0014,0.0
17157,Randolph County,Illinois,IL,0.4897,0.1469,0.0
17159,Richland County,Illinois,IL,0.413,0.1239,0.0
17161,Rock Island County,Illinois,IL,0.7556,0.2267,0.0
17163,St. Clair County,Illinois,IL,0.532,0.1596,0.0
17165,Saline County,Illinois,IL,0.6557,0.1967,0.0
17167,Sangamon County,Illinois,IL,0.4041,0.1212,0.0
17169,Schuyler County,Illinois,IL,0.4957,0.1487,0.0
17171,Scott County,Illinois,IL,0.0512,0.0154,0.0
17173,Shelby County,Illinois,IL,0.1069,0.0321,0.0
17175,Stark County,Illinois,IL,0.0579,0.0174,0.0
17177,Stephenson County,Illinois,IL,0.5218,0.1565,0.0
17179,Tazewell County,Illinois,IL,0.1085,0.0325,0.0
17181,Union County,Illinois,IL,0.602,0.1806,0.0
17183,Vermilion County,Illinois,IL,0.6806,0.2042,0.0
17185,Wabash County,Illinois,IL,0.4209,0.1263,0.0
17187,Warren County,Illinois,IL,0.5441,0.1632,0.0
17189,Washington County,Illinois,IL,0.0347,0.0104,0.0
17191,Wayne County,Illinois,IL,0.4843,0.1453,0.0
17193,White County,Illinois,IL,0.3999,0.12,0.0
17195,Whiteside County,Illinois,IL,0.3236,0.0971,0.0
17197,Will County,Illinois,IL,0.244,0.0732,0.0
17199,Williamson County,Illinois,IL,0.3948,0.1184,0.0
17201,Winnebago County,Illinois,IL,0.7728,0.2318,0.0
17203,Woodford County,Illinois,IL,0.0175,0.0052,0.0
18001,Adams County,Indiana,IN,0.5355,0.1606,0.0
18003,Allen County,Indiana,IN,0.5374,0.1612,0.0
18005,Bartholomew County,Indiana,IN,0.287,0.0861,0.0
18007,Benton County,Indiana,IN,0.3369,0.1011,0.0
18009,Blackford County,Indiana,IN,0.4801,0.144,0.0
18011,Boone County,Indiana,IN,0.0331,0.0099,0.0
18013,Brown County,Indiana,IN,0.1712,0.0514,0.0
18015,Carroll County,Indiana,IN,0.0821,0.0246,0.0
18017,Cass County,Indiana,IN,0.5587,0.1676,0.0
18019,Clark County,Indiana,IN,0.3093,0.0928,0.0
18021,Clay County,Indiana,IN,0.1718,0.0515,0.0
18023,Clinton County,Indiana,IN,0.3443,0.1033,0.0
18025,Crawford County,Indiana,IN,0.3124,0.0937,0.0
18027,Daviess County,Indiana,IN,0.6239,0.1872,0.0
18029,Dearborn County,Indiana,IN,0.0312,0.0094,0.0
18031,Decatur County,Indiana,IN,0.0159,0.0048,0.0
18033,DeKalb County,Indiana,IN,0.1384,0.0415,0.0
18035,Delaware County,Indiana,IN,0.6309,0.1893,0.0
18037,Dubois County,Indiana,IN,0.1619,0.0486,0.0
18039,Elkhart County,Indiana,IN,0.8132,0.244,0.0
18041,Fayette County,Indiana,IN,0.6293,0.1888,0.0
18043,Floyd County,Indiana,IN,0.1915,0.0574,0.0
18045,Fountain County,Indiana,IN,0.2924,0.0877,0.0
18047,Franklin County,Indiana,IN,0.1199,0.036,0.0
18049,Fulton County,Indiana,IN,0.5415,0.8624,1.0
18051,Gibson County,Indiana,IN,0.2342,0.0703,0.0
18053,Grant County,Indiana,IN,0.7649,0.2295,0.0
18055,Greene County,Indiana,IN,0.5275,0.1582,0.0
18057,Hamilton County,Indiana,IN,0.0302,0.0091,0.0
18059,Hancock County,Indiana,IN,0.0185,0.7055,1.0
18061,Harrison County,Indiana,IN,0.1009,0.0303,0.0
18063,Hendricks County,Indiana,IN,0.0904,0.0271,0.0
18065,Henry County,Indiana,IN,0.3045,0.0914,0.0
18067,Howard County,Indiana,IN,0.4505,0.1352,0.0
18069,Huntington County,Indiana,IN,0.1362,0.0409,0.0
18071,Jackson County,Indiana,IN,0.4556,0.1367,0.0
18073,Jasper County,Indiana,IN,0.1005,0.0302,0.0
18075,Jay County,Indiana,IN,0.4626,0.1388,0.0
18077,Jefferson County,Indiana,IN,0.5832,0.175,0.0
18079,Jennings County,Indiana,IN,0.3573,0.1072,0.0
18081,Johnson County,Indiana,IN,0.1117,0.0335,0.0
18083,Knox County,Indiana,IN,0.497,0.1491,0.0
18085,Kosciusko County,Indiana,IN,0.3926,0.1178,0.0
18087,LaGrange County,Indiana,IN,0.3961,0.1188,0.0
18089,Lake County,Indiana,IN,0.7031,0.2109,0.0
18091,LaPorte County,Indiana,IN,0.5046,0.1514,0.0
18093,Lawrence County,Indiana,IN,0.2981,0.0894,0.0
18095,Madison County,Indiana,IN,0.5985,0.1796,0.0
18097,Marion County,Indiana,IN,0.826,0.2478,0.0
18099,Marshall County,Indiana,IN,0.4493,0.1348,0.0
18101,Martin County,Indiana,IN,0.1613,0.0484,0.0
18103,Miami County,Indiana,IN,0.3904,0.1171,0.0
18105,Monroe County,Indiana,IN,0.4302,0.1291,0.0
18107,Montgomery County,Indiana,IN,0.455,0.1365,0.0
18109,Morgan County,Indiana,IN,0.0538,0.0161,0.0
18111,Newton County,Indiana,IN,0.3229,0.0969,0.0
18113,Noble County,Indiana,IN,0.5418,0.1625,0.0
18115,Ohio County,Indiana,IN,0.1734,0.052,0.0
18117,Orange County,Indiana,IN,0.5791,0.1737,0.0
18119,Owen County,Indiana,IN,0.238,0.0714,0.0
18121,Parke County,Indiana,IN,0.6424,0.1927,0.0
18123,Perry County,Indiana,IN,0.3182,0.0955,0.0
18125,Pike County,Indiana,IN,0.0465,0.014,0.0
18127,Porter County,Indiana,IN,0.1374,0.0412,0.0
18129,Posey County,Indiana,IN,0.0092,0.0028,0.0
18131,Pulaski County,Indiana,IN,0.3866,0.816,1.0
18133,Putnam County,Indiana,IN,0.1502,0.0451,0.0
18135,Randolph County,Indiana,IN,0.5113,0.1534,0.0
18137,Ripley County,Indiana,IN,0.2062,0.0619,0.0
18139,Rush County,Indiana,IN,0.2125,0.0638,0.0
18141,St. Joseph County,Indiana,IN,0.6134,0.184,0.0
18143,Scott County,Indiana,IN,0.5807,0.1742,0.0
18145,Shelby County,Indiana,IN,0.2832,0.085,0.0
18147,Spencer County,Indiana,IN,0.0369,0.0111,0.0
18149,Starke County,Indiana,IN,0.2829,0.0849,0.0
18151,Steuben County,Indiana,IN,0.1651,0.0495,0.0
18153,Sullivan County,Indiana,IN,0.574,0.1722,0.0
18155,Switzerland County,Indiana,IN,0.5886,0.1766,0.0
18157,Tippecanoe County,Indiana,IN,0.5087,0.1526,0.0
18159,Tipton County,Indiana,IN,0.0382,0.0115,0.0
18161,Union County,Indiana,IN,0.0897,0.0269,0.0
18163,Vanderburgh County,Indiana,IN,0.5612,0.1684,0.0
18165,Vermillion County,Indiana,IN,0.391,0.1173,0.0
18167,Vigo County,Indiana,IN,0.7286,0.2186,0.0
18169,Wabash County,Indiana,IN,0.147,0.0441,0.0
18171,Warren County,Indiana,IN,0.0315,0.0094,0.0
18173,Warrick County,Indiana,IN,0.0194,0.0058,0.0
18175,Washington County,Indiana,IN,0.3382,0.1015,0.0
18177,Wayne County,Indiana,IN,0.7515,0.2254,0.0
18179,Wells County,Indiana,IN,0.0531,0.0159,0.0
18181,White County,Indiana,IN,0.2221,0.0666,0.0
18183,Whitley County,Indiana,IN,0.0735,0.022,0.0
19001,Adair County,Iowa,IA,0.0554,0.0166,0.0
19003,Adams County,Iowa,IA,0.091,0.0273,0.0
19005,Allamakee County,Iowa,IA,0.2164,0.0649,0.0
19007,Appanoose County,Iowa,IA,0.4547,0.1364,0.0
19009,Audubon County,Iowa,IA,0.0611,0.0183,0.0
19011,Benton County,Iowa,IA,0.007,0.0021,0.0
19013,Black Hawk County,Iowa,IA,0.5667,0.17,0.0
19015,Boone County,Iowa,IA,0.0255,0.0076,0.0
19017,Bremer County,Iowa,IA,0.021,0.0063,0.0
19019,Buchanan County,Iowa,IA,0.0655,0.0196,0.0
19021,Buena Vista County,Iowa,IA,0.6258,0.1877,0.0
19023,Butler County,Iowa,IA,0.0325,0.0098,0.0
19025,Calhoun County,Iowa,IA,0.092,0.0276,0.0
19027,Carroll County,Iowa,IA,0.0815,0.0244,0.0
19029,Cass County,Iowa,IA,0.2144,0.0643,0.0
19031,Cedar County,Iowa,IA,0.0089,0.0027,0.0
19033,Cerro Gordo County,Iowa,IA,0.1343,0.0403,0.0
19035,Cherokee County,Iowa,IA,0.1546,0.7464,1.0
19037,Chickasaw County,Iowa,IA,0.0433,0.013,0.0
19039,Clarke County,Iowa,IA,0.8107,0.2432,0.0
19041,Clay County,Iowa,IA,0.1826,0.0548,0.0
19043,Clayton County,Iowa,IA,0.2752,0.0826,0.0
19045,Clinton County,Iowa,IA,0.3446,0.1034,0.0
19047,Crawford County,Iowa,IA,0.7563,0.2269,0.0
19049,Dallas County,Iowa,IA,0.0515,0.0154,0.0
19051,Davis County,Iowa,IA,0.4585,0.1376,0.0
19053,Decatur County,Iowa,IA,0.524,0.1572,0.0
19055,Delaware County,Iowa,IA,0.0248,0.0074,0.0
19057,Des Moines County,Iowa,IA,0.4174,0.1252,0.0
19059,Dickinson County,Iowa,IA,0.055,0.0165,0.0
19061,Dubuque County,Iowa,IA,0.2281,0.0684,0.0
19063,Emmet County,Iowa,IA,0.2494,0.0748,0.0
19065,Fayette County,Iowa,IA,0.2179,0.0654,0.0
19067,Floyd County,Iowa,IA,0.1196,0.0359,0.0
19069,Franklin County,Iowa,IA,0.2132,0.064,0.0
19071,Fremont County,Iowa,IA,0.0146,0.0044,0.0
19073,Greene County,Iowa,IA,0.1664,0.0499,0.0
19075,Grundy County,Iowa,IA,0.0029,0.7009,1.0
19077,Guthrie County,Iowa,IA,0.0178,0.0053,0.0
19079,Hamilton County,Iowa,IA,0.1289,0.0387,0.0
19081,Hancock County,Iowa,IA,0.0713,0.7214,1.0
19083,Hardin County,Iowa,IA,0.1514,0.0454,0.0
19085,Harrison County,Iowa,IA,0.0388,0.0116,0.0
19087,Henry County,Iowa,IA,0.2001,0.06,0.0
19089,Howard County,Iowa,IA,0.0846,0.0254,0.0
19091,Humboldt County,Iowa,IA,0.1941,0.0582,0.0
19093,Ida County,Iowa,IA,0.0445,0.0134,0.0
19095,Iowa County,Iowa,IA,0.0484,0.0145,0.0
19097,Jackson County,Iowa,IA,0.078,0.0234,0.0
19099,Jasper County,Iowa,IA,0.2078,0.0623,0.0
19101,Jefferson County,Iowa,IA,0.6774,0.2032,0.0
19103,Johnson County,Iowa,IA,0.3863,0.1159,0.0
19105,Jones County,Iowa,IA,0.1082,0.0325,0.0
19107,Keokuk County,Iowa,IA,0.0633,0.019,0.0
19109,Kossuth County,Iowa,IA,0.203,0.0609,0.0
19111,Lee County,Iowa,IA,0.2631,0.0789,0.0
19113,Linn County,Iowa,IA,0.1944,0.0583,0.0
19115,Louisa County,Iowa,IA,0.2676,0.0803,0.0
19117,Lucas County,Iowa,IA,0.3458,0.1037,0.0
19119,Lyon County,Iowa,IA,0.0286,0.0086,0.0
19121,Madison County,Iowa,IA,0.0035,0.001,0.0
19123,Mahaska County,Iowa,IA,0.1575,0.0472,0.0
19125,Marion County,Iowa,IA,0.099,0.0297,0.0
19127,Marshall County,Iowa,IA,0.6799,0.904,1.0
19129,Mills County,Iowa,IA,0.0811,0.0243,0.0
19131,Mitchell County,Iowa,IA,0.085,0.0255,0.0
19133,Monona County,Iowa,IA,0.0951,0.0285,0.0
19135,Monroe County,Iowa,IA,0.1203,0.0361,0.0
19137,Montgomery County,Iowa,IA,0.1432,0.043,0.0
19139,Muscatine County,Iowa,IA,0.4792,0.1438,0.0
19141,O'Brien County,Iowa,IA,0.3681,0.8104,1.0
19143,Osceola County,Iowa,IA,0.251,0.0753,0.0
19145,Page County,Iowa,IA,0.3878,0.1163,0.0
19147,Palo Alto County,Iowa,IA,0.1422,0.0427,0.0
19149,Plymouth County,Iowa,IA,0.0624,0.0187,0.0
19151,Pocahontas County,Iowa,IA,0.1476,0.0443,0.0
19153,Polk County,Iowa,IA,0.4477,0.1343,0.0
19155,Pottawattamie County,Iowa,IA,0.4944,0.1483,0.0
19157,Poweshiek County,Iowa,IA,0.2348,0.0704,0.0
19159,Ringgold County,Iowa,IA,0.2176,0.0653,0.0
19161,Sac County,Iowa,IA,0.0614,0.0184,0.0
19163,Scott County,Iowa,IA,0.3252,0.0976,0.0
19165,Shelby County,Iowa,IA,0.029,0.0087,0.0
19167,Sioux County,Iowa,IA,0.1311,0.0393,0.0
19169,Story County,Iowa,IA,0.2364,0.7709,1.0
19171,Tama County,Iowa,IA,0.4384,0.1315,0.0
19173,Taylor County,Iowa,IA,0.1292,0.0388,0.0
19175,Union County,Iowa,IA,0.3767,0.113,0.0
19177,Van Buren County,Iowa,IA,0.3608,0.1082,0.0
19179,Wapello County,Iowa,IA,0.7852,0.2356,0.0
19181,Warren County,Iowa,IA,0.0741,0.0222,0.0
19183,Washington County,Iowa,IA,0.1397,0.0419,0.0
19185,Wayne County,Iowa,IA,0.4168,0.125,0.0
19187,Webster County,Iowa,IA,0.3439,0.1032,0.0
19189,Winnebago County,Iowa,IA,0.1403,0.0421,0.0
