fips,county,state_name,state_abbr,svi,risk,ml_risk
19191,Winneshiek County,Iowa,IA,0.0522,0.0157,0.0
19193,Woodbury County,Iowa,IA,0.7197,0.2159,0.0
19195,Worth County,Iowa,IA,0.0232,0.007,0.0
19197,Wright County,Iowa,IA,0.3971,0.1191,0.0
20001,Allen County,Kansas,KS,0.5854,0.1756,0.0
20003,Anderson County,Kansas,KS,0.4085,0.1226,0.0
20005,Atchison County,Kansas,KS,0.4728,0.1418,0.0
20007,Barber County,Kansas,KS,0.5107,0.1532,0.0
20009,Barton County,Kansas,KS,0.7006,0.2102,0.0
20011,Bourbon County,Kansas,KS,0.5126,0.1538,0.0
20013,Brown County,Kansas,KS,0.1893,0.0568,0.0
20015,Butler County,Kansas,KS,0.1295,0.0388,0.0
20017,Chase County,Kansas,KS,0.2358,0.7707,1.0
20019,Chautauqua County,Kansas,KS,0.5781,0.1734,0.0
20021,Cherokee County,Kansas,KS,0.4718,0.1415,0.0
20023,Cheyenne County,Kansas,KS,0.2953,0.0886,0.0
20025,Clark County,Kansas,KS,0.2354,0.0706,0.0
20027,Clay County,Kansas,KS,0.4636,0.3141,0.25
20029,Cloud County,Kansas,KS,0.3427,0.3361,0.3333
20031,Coffey County,Kansas,KS,0.2743,0.0823,0.0
20033,Comanche County,Kansas,KS,0.2577,0.4273,0.5
20035,Cowley County,Kansas,KS,0.7871,0.2361,0.0
20037,Crawford County,Kansas,KS,0.7213,0.2164,0.0
20039,Decatur County,Kansas,KS,0.0681,0.0204,0.0
20041,Dickinson County,Kansas,KS,0.1884,0.0565,0.0
20043,Doniphan County,Kansas,KS,0.1861,0.0558,0.0
20045,Douglas County,Kansas,KS,0.3602,0.4581,0.5
20047,Edwards County,Kansas,KS,0.4639,0.1392,0.0
20049,Elk County,Kansas,KS,0.336,0.1008,0.0
20051,Ellis County,Kansas,KS,0.2393,0.0718,0.0
20053,Ellsworth County,Kansas,KS,0.1731,0.0519,0.0
20055,Finney County,Kansas,KS,0.8966,0.269,0.0
20057,Ford County,Kansas,KS,0.7359,0.2208,0.0
20059,Franklin County,Kansas,KS,0.224,0.0672,0.0
20061,Geary County,Kansas,KS,0.7353,0.2206,0.0
20063,Gove County,Kansas,KS,0.0372,0.0112,0.0
20065,Graham County,Kansas,KS,0.2765,0.083,0.0
20067,Grant County,Kansas,KS,0.3363,0.5676,0.6667
20069,Gray County,Kansas,KS,0.2816,0.0845,0.0
20071,Greeley County,Kansas,KS,0.2689,0.0807,0.0
20073,Greenwood County,Kansas,KS,0.2978,0.0893,0.0
20075,Hamilton County,Kansas,KS,0.3398,0.1019,0.0
20077,Harper County,Kansas,KS,0.6316,0.1895,0.0
20079,Harvey County,Kansas,KS,0.4193,0.1258,0.0
20081,Haskell County,Kansas,KS,0.4143,0.1243,0.0
20083,Hodgeman County,Kansas,KS,0.0646,0.0194,0.0
20085,Jackson County,Kansas,KS,0.2472,0.4242,0.5
20087,Jefferson County,Kansas,KS,0.0197,0.0059,0.0
20089,Jewell County,Kansas,KS,0.0455,0.3636,0.5
20091,Johnson County,Kansas,KS,0.0605,0.7182,1.0
20093,Kearny County,Kansas,KS,0.5358,0.1607,0.0
20095,Kingman County,Kansas,KS,0.1079,0.0324,0.0
20097,Kiowa County,Kansas,KS,0.2879,0.0864,0.0
20099,Labette County,Kansas,KS,0.4941,0.1482,0.0
20101,Lane County,Kansas,KS,0.0716,0.0215,0.0
20103,Leavenworth County,Kansas,KS,0.2475,0.0742,0.0
20105,Lincoln County,Kansas,KS,0.1021,0.0306,0.0
20107,Linn County,Kansas,KS,0.2733,0.082,0.0
20109,Logan County,Kansas,KS,0.28,0.084,0.0
20111,Lyon County,Kansas,KS,0.7222,0.2167,0.0
20113,McPherson County,Kansas,KS,0.1635,0.2824,0.3333
20115,Marion County,Kansas,KS,0.1355,0.0406,0.0
20117,Marshall County,Kansas,KS,0.181,0.0543,0.0
20119,Meade County,Kansas,KS,0.2628,0.0788,0.0
20121,Miami County,Kansas,KS,0.0757,0.0227,0.0
20123,Mitchell County,Kansas,KS,0.1285,0.0386,0.0
20125,Montgomery County,Kansas,KS,0.8209,0.2463,0.0
20127,Morris County,Kansas,KS,0.1569,0.0471,0.0
20129,Morton County,Kansas,KS,0.3077,0.209,0.1667
20131,Nemaha County,Kansas,KS,0.057,0.0171,0.0
20133,Neosho County,Kansas,KS,0.6911,0.2073,0.0
20135,Ness County,Kansas,KS,0.0999,0.03,0.0
20137,Norton County,Kansas,KS,0.223,0.0669,0.0
20139,Osage County,Kansas,KS,0.1909,0.0573,0.0
20141,Osborne County,Kansas,KS,0.0687,0.1606,0.2
20143,Ottawa County,Kansas,KS,0.042,0.0126,0.0
20145,Pawnee County,Kansas,KS,0.3019,0.7906,1.0
20147,Phillips County,Kansas,KS,0.3137,0.0941,0.0
20149,Pottawatomie County,Kansas,KS,0.0544,0.0163,0.0
20151,Pratt County,Kansas,KS,0.3341,0.1002,0.0
20153,Rawlins County,Kansas,KS,0.3958,0.2937,0.25
20155,Reno County,Kansas,KS,0.5011,0.1503,0.0
20157,Republic County,Kansas,KS,0.041,0.0123,0.0
20159,Rice County,Kansas,KS,0.1823,0.0547,0.0
20161,Riley County,Kansas,KS,0.567,0.3101,0.2
20163,Rooks County,Kansas,KS,0.071,0.0213,0.0
20165,Rush County,Kansas,KS,0.0916,0.0275,0.0
20167,Russell County,Kansas,KS,0.3226,0.0968,0.0
20169,Saline County,Kansas,KS,0.5008,0.1502,0.0
20171,Scott County,Kansas,KS,0.4349,0.8305,1.0
20173,Sedgwick County,Kansas,KS,0.7292,0.2188,0.0
20175,Seward County,Kansas,KS,0.8578,0.2573,0.0
20177,Shawnee County,Kansas,KS,0.6137,0.1841,0.0
20179,Sheridan County,Kansas,KS,0.0706,0.0212,0.0
20181,Sherman County,Kansas,KS,0.4992,0.1498,0.0
20183,Smith County,Kansas,KS,0.0404,0.0121,0.0
20185,Stafford County,Kansas,KS,0.2272,0.0682,0.0
20187,Stanton County,Kansas,KS,0.3786,0.1136,0.0
20189,Stevens County,Kansas,KS,0.6879,0.9064,1.0
20191,Sumner County,Kansas,KS,0.3322,0.0997,0.0
20193,Thomas County,Kansas,KS,0.1247,0.0374,0.0
20195,Trego County,Kansas,KS,0.0105,0.2365,0.3333
20197,Wabaunsee County,Kansas,KS,0.0636,0.0191,0.0
20199,Wallace County,Kansas,KS,0.1756,0.0527,0.0
20201,Washington County,Kansas,KS,0.0802,0.0241,0.0
20203,Wichita County,Kansas,KS,0.4858,0.1457,0.0
20205,Wilson County,Kansas,KS,0.4566,0.137,0.0
20207,Woodson County,Kansas,KS,0.2491,0.0747,0.0
20209,Wyandotte County,Kansas,KS,0.9386,0.2816,0.0
21001,Adair County,Kentucky,KY,0.6026,0.1808,0.0
21003,Allen County,Kentucky,KY,0.6484,0.1945,0.0
21005,Anderson County,Kentucky,KY,0.0843,0.0253,0.0
21007,Ballard County,Kentucky,KY,0.2507,0.0752,0.0
21009,Barren County,Kentucky,KY,0.7919,0.2376,0.0
21011,Bath County,Kentucky,KY,0.5269,0.1581,0.0
21013,Bell County,Kentucky,KY,0.7782,0.2335,0.0
21015,Boone County,Kentucky,KY,0.1177,0.0353,0.0
21017,Bourbon County,Kentucky,KY,0.5237,0.1571,0.0
21019,Boyd County,Kentucky,KY,0.6704,0.2011,0.0
21021,Boyle County,Kentucky,KY,0.5304,0.1591,0.0
21023,Bracken County,Kentucky,KY,0.2568,0.077,0.0
21025,Breathitt County,Kentucky,KY,0.6962,0.2089,0.0
21027,Breckinridge County,Kentucky,KY,0.6481,0.1944,0.0
21029,Bullitt County,Kentucky,KY,0.1779,0.0534,0.0
21031,Butler County,Kentucky,KY,0.7623,0.2287,0.0
21033,Caldwell County,Kentucky,KY,0.7184,0.2155,0.0
21035,Calloway County,Kentucky,KY,0.5482,0.1645,0.0
21037,Campbell County,Kentucky,KY,0.2103,0.0631,0.0
21039,Carlisle County,Kentucky,KY,0.4225,0.1268,0.0
21041,Carroll County,Kentucky,KY,0.8886,0.2666,0.0
21043,Carter County,Kentucky,KY,0.5581,0.1674,0.0
21045,Casey County,Kentucky,KY,0.8361,0.2508,0.0
21047,Christian County,Kentucky,KY,0.9469,0.2841,0.0
21049,Clark County,Kentucky,KY,0.51,0.153,0.0
21051,Clay County,Kentucky,KY,0.8174,0.2452,0.0
21053,Clinton County,Kentucky,KY,0.6472,0.1942,0.0
21055,Crittenden County,Kentucky,KY,0.518,0.1554,0.0
21057,Cumberland County,Kentucky,KY,0.7544,0.2263,0.0
21059,Daviess County,Kentucky,KY,0.6109,0.8833,1.0
21061,Edmonson County,Kentucky,KY,0.3697,0.1109,0.0
21063,Elliott County,Kentucky,KY,0.7617,0.2285,0.0
21065,Estill County,Kentucky,KY,0.7604,0.2281,0.0
21067,Fayette County,Kentucky,KY,0.5542,0.1663,0.0
21069,Fleming County,Kentucky,KY,0.6771,0.2031,0.0
21071,Floyd County,Kentucky,KY,0.7073,0.2122,0.0
21073,Franklin County,Kentucky,KY,0.6255,0.1876,0.0
21075,Fulton County,Kentucky,KY,0.91,0.273,0.0
21077,Gallatin County,Kentucky,KY,0.5514,0.1654,0.0
21079,Garrard County,Kentucky,KY,0.3312,0.0994,0.0
21081,Grant County,Kentucky,KY,0.2876,0.0863,0.0
21083,Graves County,Kentucky,KY,0.5507,0.1652,0.0
21085,Grayson County,Kentucky,KY,0.5428,0.1628,0.0
21087,Green County,Kentucky,KY,0.629,0.1887,0.0
21089,Greenup County,Kentucky,KY,0.2351,0.0705,0.0
21091,Hancock County,Kentucky,KY,0.1874,0.0562,0.0
21093,Hardin County,Kentucky,KY,0.5721,0.1716,0.0
21095,Harlan County,Kentucky,KY,0.8336,0.2501,0.0
21097,Harrison County,Kentucky,KY,0.2714,0.0814,0.0
21099,Hart County,Kentucky,KY,0.8037,0.2411,0.0
21101,Henderson County,Kentucky,KY,0.6386,0.1916,0.0
21103,Henry County,Kentucky,KY,0.5845,0.1754,0.0
21105,Hickman County,Kentucky,KY,0.2326,0.0698,0.0
21107,Hopkins County,Kentucky,KY,0.6344,0.1903,0.0
21109,Jackson County,Kentucky,KY,0.664,0.1992,0.0
21111,Jefferson County,Kentucky,KY,0.622,0.1866,0.0
21113,Jessamine County,Kentucky,KY,0.3474,0.1042,0.0
21115,Johnson County,Kentucky,KY,0.7509,0.2253,0.0
21117,Kenton County,Kentucky,KY,0.308,0.0924,0.0
21119,Knott County,Kentucky,KY,0.7334,0.22,0.0
21121,Knox County,Kentucky,KY,0.8584,0.2575,0.0
21123,Larue County,Kentucky,KY,0.2501,0.775,1.0
21125,Laurel County,Kentucky,KY,0.5285,0.1586,0.0
21127,Lawrence County,Kentucky,KY,0.4744,0.1423,0.0
21129,Lee County,Kentucky,KY,0.8492,0.2548,0.0
21131,Leslie County,Kentucky,KY,0.5746,0.1724,0.0
21133,Letcher County,Kentucky,KY,0.7012,0.2104,0.0
21135,Lewis County,Kentucky,KY,0.5495,0.1648,0.0
21137,Lincoln County,Kentucky,KY,0.5835,0.175,0.0
21139,Livingston County,Kentucky,KY,0.2374,0.0712,0.0
21141,Logan County,Kentucky,KY,0.4671,0.1401,0.0
21143,Lyon County,Kentucky,KY,0.1845,0.0554,0.0
21145,McCracken County,Kentucky,KY,0.5517,0.1655,0.0
21147,McCreary County,Kentucky,KY,0.6965,0.209,0.0
21149,McLean County,Kentucky,KY,0.1839,0.0552,0.0
21151,Madison County,Kentucky,KY,0.3843,0.1153,0.0
21153,Magoffin County,Kentucky,KY,0.7595,0.2278,0.0
21155,Marion County,Kentucky,KY,0.7859,0.2358,0.0
21157,Marshall County,Kentucky,KY,0.1699,0.751,1.0
21159,Martin County,Kentucky,KY,0.6869,0.2061,0.0
21161,Mason County,Kentucky,KY,0.6542,0.1963,0.0
21163,Meade County,Kentucky,KY,0.1559,0.0468,0.0
21165,Menifee County,Kentucky,KY,0.5676,0.1703,0.0
21167,Mercer County,Kentucky,KY,0.1591,0.0477,0.0
21169,Metcalfe County,Kentucky,KY,0.5453,0.1636,0.0
21171,Monroe County,Kentucky,KY,0.714,0.2142,0.0
21173,Montgomery County,Kentucky,KY,0.5896,0.1769,0.0
21175,Morgan County,Kentucky,KY,0.5918,0.1775,0.0
21177,Muhlenberg County,Kentucky,KY,0.3535,0.106,0.0
21179,Nelson County,Kentucky,KY,0.0888,0.0266,0.0
21181,Nicholas County,Kentucky,KY,0.4111,0.1233,0.0
21183,Ohio County,Kentucky,KY,0.4251,0.1275,0.0
21185,Oldham County,Kentucky,KY,0.0398,0.0119,0.0
21187,Owen County,Kentucky,KY,0.2711,0.0813,0.0
21189,Owsley County,Kentucky,KY,0.5078,0.1523,0.0
21191,Pendleton County,Kentucky,KY,0.5221,0.1566,0.0
21193,Perry County,Kentucky,KY,0.6901,0.207,0.0
21195,Pike County,Kentucky,KY,0.7506,0.2252,0.0
21197,Powell County,Kentucky,KY,0.7992,0.2398,0.0
21199,Pulaski County,Kentucky,KY,0.6456,0.1937,0.0
21201,Robertson County,Kentucky,KY,0.587,0.1761,0.0
21203,Rockcastle County,Kentucky,KY,0.5291,0.1587,0.0
21205,Rowan County,Kentucky,KY,0.5065,0.1519,0.0
21207,Russell County,Kentucky,KY,0.6029,0.1809,0.0
21209,Scott County,Kentucky,KY,0.1572,0.0472,0.0
21211,Shelby County,Kentucky,KY,0.2892,0.0868,0.0
21213,Simpson County,Kentucky,KY,0.2259,0.0678,0.0
21215,Spencer County,Kentucky,KY,0.0356,0.0107,0.0
21217,Taylor County,Kentucky,KY,0.3395,0.1019,0.0
21219,Todd County,Kentucky,KY,0.7986,0.2396,0.0
21221,Trigg County,Kentucky,KY,0.6672,0.2002,0.0
21223,Trimble County,Kentucky,KY,0.3633,0.109,0.0
21225,Union County,Kentucky,KY,0.2424,0.0727,0.0
21227,Warren County,Kentucky,KY,0.7731,0.2319,0.0
21229,Washington County,Kentucky,KY,0.4184,0.1255,0.0
21231,Wayne County,Kentucky,KY,0.6812,0.2044,0.0
21233,Webster County,Kentucky,KY,0.706,0.2118,0.0
21235,Whitley County,Kentucky,KY,0.8365,0.251,0.0
21237,Wolfe County,Kentucky,KY,0.776,0.2328,0.0
21239,Woodford County,Kentucky,KY,0.1801,0.054,0.0
22001,Acadia Parish,Louisiana,LA,0.8832,0.265,0.0
22003,Allen Parish,Louisiana,LA,0.903,0.2709,0.0
22005,Ascension Parish,Louisiana,LA,0.384,0.1152,0.0
22007,Assumption Parish,Louisiana,LA,0.7296,0.2189,0.0
22009,Avoyelles Parish,Louisiana,LA,0.9682,0.2905,0.0
22011,Beauregard Parish,Louisiana,LA,0.5498,0.1649,0.0
22013,Bienville Parish,Louisiana,LA,0.9755,0.2926,0.0
22015,Bossier Parish,Louisiana,LA,0.7773,0.9332,1.0
22017,Caddo Parish,Louisiana,LA,0.9329,0.7466,0.6667
22019,Calcasieu Parish,Louisiana,LA,0.7149,0.5645,0.5
22021,Caldwell Parish,Louisiana,LA,0.9052,0.2716,0.0
22023,Cameron Parish,Louisiana,LA,0.2984,0.0895,0.0
22025,Catahoula Parish,Louisiana,LA,0.8581,0.9574,1.0
22027,Claiborne Parish,Louisiana,LA,0.8069,0.5921,0.5
22029,Concordia Parish,Louisiana,LA,0.9949,0.9985,1.0
22031,De Soto Parish,Louisiana,LA,0.8101,0.418,0.25
22033,East Baton Rouge Parish,Louisiana,LA,0.846,0.2538,0.0
22035,East Carroll Parish,Louisiana,LA,0.8781,0.6134,0.5
22037,East Feliciana Parish,Louisiana,LA,0.5937,0.1781,0.0
22039,Evangeline Parish,Louisiana,LA,0.999,0.2997,0.0
22041,Franklin Parish,Louisiana,LA,0.8053,0.2416,0.0
22043,Grant Parish,Louisiana,LA,0.7219,0.2166,0.0
22045,Iberia Parish,Louisiana,LA,0.936,0.2808,0.0
22047,Iberville Parish,Louisiana,LA,0.8501,0.255,0.0
22049,Jackson Parish,Louisiana,LA,0.8301,0.249,0.0
22051,Jefferson Parish,Louisiana,LA,0.8295,0.2488,0.0
22053,Jefferson Davis Parish,Louisiana,LA,0.5549,0.8665,1.0
22055,Lafayette Parish,Louisiana,LA,0.735,0.2205,0.0
22057,Lafourche Parish,Louisiana,LA,0.7416,0.2225,0.0
22059,LaSalle Parish,Louisiana,LA,0.4648,0.4894,0.5
22061,Lincoln Parish,Louisiana,LA,0.7786,0.2336,0.0
22063,Livingston Parish,Louisiana,LA,0.4709,0.1413,0.0
22065,Madison Parish,Louisiana,LA,1.0,0.3,0.0
22067,Morehouse Parish,Louisiana,LA,0.9558,0.2867,0.0
22069,Natchitoches Parish,Louisiana,LA,0.9281,0.4534,0.25
22071,Orleans Parish,Louisiana,LA,0.8381,0.2514,0.0
22073,Ouachita Parish,Louisiana,LA,0.8845,0.9654,1.0
22075,Plaquemines Parish,Louisiana,LA,0.651,0.1953,0.0
22077,Pointe Coupee Parish,Louisiana,LA,0.7127,0.2138,0.0
22079,Rapides Parish,Louisiana,LA,0.9071,0.9721,1.0
22081,Red River Parish,Louisiana,LA,0.6662,0.1999,0.0
22083,Richland Parish,Louisiana,LA,0.8632,0.259,0.0
22085,Sabine Parish,Louisiana,LA,0.8848,0.6154,0.5
22087,St. Bernard Parish,Louisiana,LA,0.9026,0.2708,0.0
22089,St. Charles Parish,Louisiana,LA,0.4451,0.1335,0.0
22091,St. Helena Parish,Louisiana,LA,0.9478,0.2843,0.0
22093,St. James Parish,Louisiana,LA,0.2701,0.081,0.0
22095,St. John the Baptist Parish,Louisiana,LA,0.7152,0.2146,0.0
22097,St. Landry Parish,Louisiana,LA,0.9262,0.6279,0.5
22099,St. Martin Parish,Louisiana,LA,0.7041,0.2112,0.0
22101,St. Mary Parish,Louisiana,LA,0.9109,0.9733,1.0
22103,St. Tammany Parish,Louisiana,LA,0.4868,0.146,0.0
22105,Tangipahoa Parish,Louisiana,LA,0.8651,0.2595,0.0
22107,Tensas Parish,Louisiana,LA,0.8454,0.2536,0.0
22109,Terrebonne Parish,Louisiana,LA,0.7821,0.2346,0.0
22111,Union Parish,Louisiana,LA,0.8724,0.2617,0.0
22113,Vermilion Parish,Louisiana,LA,0.7875,0.2362,0.0
22115,Vernon Parish,Louisiana,LA,0.832,0.2496,0.0
22117,Washington Parish,Louisiana,LA,0.9822,0.2947,0.0
22119,Webster Parish,Louisiana,LA,0.8775,0.2632,0.0
22121,West Baton Rouge Parish,Louisiana,LA,0.6341,0.1902,0.0
22123,West Carroll Parish,Louisiana,LA,0.6325,0.1897,0.0
22125,West Feliciana Parish,Louisiana,LA,0.4668,0.14,0.0
22127,Winn Parish,Louisiana,LA,0.7401,0.4553,0.3333
23001,Androscoggin County,Maine,ME,0.6007,0.1802,0.0
23003,Aroostook County,Maine,ME,0.6545,0.1964,0.0
23005,Cumberland County,Maine,ME,0.1413,0.0424,0.0
23007,Franklin County,Maine,ME,0.4569,0.1371,0.0
23009,Hancock County,Maine,ME,0.2183,0.0655,0.0
23011,Kennebec County,Maine,ME,0.357,0.1071,0.0
23013,Knox County,Maine,ME,0.1724,0.0517,0.0
23015,Lincoln County,Maine,ME,0.1094,0.0328,0.0
23017,Oxford County,Maine,ME,0.3452,0.1036,0.0
23019,Penobscot County,Maine,ME,0.4416,0.1325,0.0
23021,Piscataquis County,Maine,ME,0.4804,0.1441,0.0
23023,Sagadahoc County,Maine,ME,0.1015,0.0304,0.0
23025,Somerset County,Maine,ME,0.3,0.09,0.0
23027,Waldo County,Maine,ME,0.2902,0.0871,0.0
23029,Washington County,Maine,ME,0.6694,0.2008,0.0
23031,York County,Maine,ME,0.1304,0.0391,0.0
24001,Allegany County,Maryland,MD,0.5552,0.1666,0.0
24003,Anne Arundel County,Maryland,MD,0.1639,0.0492,0.0
24005,Baltimore County,Maryland,MD,0.5571,0.1671,0.0
24009,Calvert County,Maryland,MD,0.0057,0.0017,0.0
24011,Caroline County,Maryland,MD,0.7579,0.2274,0.0
24013,Carroll County,Maryland,MD,0.0277,0.0083,0.0
24015,Cecil County,Maryland,MD,0.322,0.0966,0.0
24017,Charles County,Maryland,MD,0.174,0.0522,0.0
24019,Dorchester County,Maryland,MD,0.7824,0.2347,0.0
24021,Frederick County,Maryland,MD,0.1234,0.387,0.5
24023,Garrett County,Maryland,MD,0.2564,0.0769,0.0
24025,Harford County,Maryland,MD,0.0789,0.0237,0.0
24027,Howard County,Maryland,MD,0.1483,0.0445,0.0
24029,Kent County,Maryland,MD,0.4353,0.1306,0.0
24031,Montgomery County,Maryland,MD,0.4893,0.1468,0.0
24033,Prince George's County,Maryland,MD,0.8161,0.2448,0.0
24035,Queen Anne's County,Maryland,MD,0.043,0.0129,0.0
24037,St. Mary's County,Maryland,MD,0.2466,0.074,0.0
24039,Somerset County,Maryland,MD,0.8794,0.2638,0.0
24041,Talbot County,Maryland,MD,0.3338,0.1001,0.0
24043,Washington County,Maryland,MD,0.6325,0.1897,0.0
24045,Wicomico County,Maryland,MD,0.7916,0.2375,0.0
24047,Worcester County,Maryland,MD,0.4305,0.1291,0.0
24510,Baltimore City,Maryland,MD,0.8565,0.257,0.0
25001,Barnstable County,Massachusetts,MA,0.1279,0.0384,0.0
25003,Berkshire County,Massachusetts,MA,0.4235,0.127,0.0
25005,Bristol County,Massachusetts,MA,0.6227,0.1868,0.0
25007,Dukes County,Massachusetts,MA,0.133,0.0399,0.0
25009,Essex County,Massachusetts,MA,0.6055,0.1816,0.0
25011,Franklin County,Massachusetts,MA,0.4375,0.1312,0.0
25013,Hampden County,Massachusetts,MA,0.8177,0.2453,0.0
25015,Hampshire County,Massachusetts,MA,0.2708,0.0812,0.0
25017,Middlesex County,Massachusetts,MA,0.2854,0.0856,0.0
25019,Nantucket County,Massachusetts,MA,0.1031,0.0309,0.0
25021,Norfolk County,Massachusetts,MA,0.2959,0.0888,0.0
25023,Plymouth County,Massachusetts,MA,0.3064,0.0919,0.0
25025,Suffolk County,Massachusetts,MA,0.7849,0.2355,0.0
25027,Worcester County,Massachusetts,MA,0.51,0.153,0.0
26001,Alcona County,Michigan,MI,0.1298,0.0389,0.0
26003,Alger County,Michigan,MI,0.2908,0.0872,0.0
26005,Allegan County,Michigan,MI,0.1677,0.0503,0.0
26007,Alpena County,Michigan,MI,0.4165,0.125,0.0
26009,Antrim County,Michigan,MI,0.0566,0.017,0.0
26011,Arenac County,Michigan,MI,0.377,0.1131,0.0
26013,Baraga County,Michigan,MI,0.4178,0.1253,0.0
26015,Barry County,Michigan,MI,0.0668,0.02,0.0
26017,Bay County,Michigan,MI,0.294,0.0882,0.0
26019,Benzie County,Michigan,MI,0.0818,0.0245,0.0
26021,Berrien County,Michigan,MI,0.6338,0.1901,0.0
26023,Branch County,Michigan,MI,0.7181,0.2154,0.0
26025,Calhoun County,Michigan,MI,0.6815,0.2044,0.0
26027,Cass County,Michigan,MI,0.2122,0.0637,0.0
26029,Charlevoix County,Michigan,MI,0.1518,0.0455,0.0
26031,Cheboygan County,Michigan,MI,0.2599,0.078,0.0
26033,Chippewa County,Michigan,MI,0.6373,0.1912,0.0
26035,Clare County,Michigan,MI,0.693,0.2079,0.0
26037,Clinton County,Michigan,MI,0.0414,0.0124,0.0
26039,Crawford County,Michigan,MI,0.3707,0.1112,0.0
26041,Delta County,Michigan,MI,0.335,0.1005,0.0
26043,Dickinson County,Michigan,MI,0.0945,0.0284,0.0
26045,Eaton County,Michigan,MI,0.1782,0.4035,0.5
26047,Emmet County,Michigan,MI,0.1149,0.0345,0.0
26049,Genesee County,Michigan,MI,0.6573,0.1972,0.0
26051,Gladwin County,Michigan,MI,0.5202,0.1561,0.0
26053,Gogebic County,Michigan,MI,0.2418,0.0725,0.0
26055,Grand Traverse County,Michigan,MI,0.2033,0.061,0.0
26057,Gratiot County,Michigan,MI,0.4171,0.1251,0.0
26059,Hillsdale County,Michigan,MI,0.483,0.1449,0.0
26061,Houghton County,Michigan,MI,0.4213,0.1264,0.0
26063,Huron County,Michigan,MI,0.2046,0.0614,0.0
26065,Ingham County,Michigan,MI,0.5759,0.1728,0.0
26067,Ionia County,Michigan,MI,0.3296,0.0989,0.0
26069,Iosco County,Michigan,MI,0.4362,0.1309,0.0
26071,Iron County,Michigan,MI,0.3239,0.0972,0.0
26073,Isabella County,Michigan,MI,0.5711,0.1713,0.0
26075,Jackson County,Michigan,MI,0.5014,0.1504,0.0
26077,Kalamazoo County,Michigan,MI,0.4257,0.1277,0.0
26079,Kalkaska County,Michigan,MI,0.3035,0.091,0.0
26081,Kent County,Michigan,MI,0.4464,0.1339,0.0
26083,Keweenaw County,Michigan,MI,0.0076,0.0023,0.0
26085,Lake County,Michigan,MI,0.721,0.2163,0.0
26087,Lapeer County,Michigan,MI,0.2065,0.0619,0.0
26089,Leelanau County,Michigan,MI,0.0118,0.0035,0.0
26091,Lenawee County,Michigan,MI,0.4403,0.1321,0.0
26093,Livingston County,Michigan,MI,0.0041,0.0012,0.0
26095,Luce County,Michigan,MI,0.5313,0.1594,0.0
26097,Mackinac County,Michigan,MI,0.6211,0.1863,0.0
26099,Macomb County,Michigan,MI,0.4079,0.1224,0.0
26101,Manistee County,Michigan,MI,0.3583,0.1075,0.0
26103,Marquette County,Michigan,MI,0.2291,0.0687,0.0
26105,Mason County,Michigan,MI,0.3812,0.1144,0.0
26107,Mecosta County,Michigan,MI,0.6102,0.1831,0.0
26109,Menominee County,Michigan,MI,0.1553,0.0466,0.0
26111,Midland County,Michigan,MI,0.1683,0.0505,0.0
26113,Missaukee County,Michigan,MI,0.4757,0.1427,0.0
26115,Monroe County,Michigan,MI,0.1588,0.0476,0.0
26117,Montcalm County,Michigan,MI,0.4607,0.1382,0.0
26119,Montmorency County,Michigan,MI,0.4311,0.1293,0.0
26121,Muskegon County,Michigan,MI,0.63,0.189,0.0
26123,Newaygo County,Michigan,MI,0.5463,0.8639,1.0
26125,Oakland County,Michigan,MI,0.1435,0.043,0.0
26127,Oceana County,Michigan,MI,0.6252,0.1876,0.0
26129,Ogemaw County,Michigan,MI,0.4766,0.143,0.0
26131,Ontonagon County,Michigan,MI,0.1269,0.0381,0.0
26133,Osceola County,Michigan,MI,0.5924,0.1777,0.0
26135,Oscoda County,Michigan,MI,0.5797,0.1739,0.0
26137,Otsego County,Michigan,MI,0.2759,0.0828,0.0
26139,Ottawa County,Michigan,MI,0.1371,0.0411,0.0
26141,Presque Isle County,Michigan,MI,0.1957,0.0587,0.0
26143,Roscommon County,Michigan,MI,0.3898,0.1169,0.0
26145,Saginaw County,Michigan,MI,0.6707,0.2012,0.0
26147,St. Clair County,Michigan,MI,0.2914,0.0874,0.0
26149,St. Joseph County,Michigan,MI,0.5905,0.1772,0.0
26151,Sanilac County,Michigan,MI,0.4613,0.1384,0.0
26153,Schoolcraft County,Michigan,MI,0.552,0.1656,0.0
26155,Shiawassee County,Michigan,MI,0.1489,0.0447,0.0
26157,Tuscola County,Michigan,MI,0.2841,0.0852,0.0
26159,Van Buren County,Michigan,MI,0.6494,0.1948,0.0
26161,Washtenaw County,Michigan,MI,0.3223,0.0967,0.0
26163,Wayne County,Michigan,MI,0.861,0.2583,0.0
26165,Wexford County,Michigan,MI,0.5056,0.1517,0.0
27001,Aitkin County,Minnesota,MN,0.2838,0.0851,0.0
27003,Anoka County,Minnesota,MN,0.1807,0.7542,1.0
27005,Becker County,Minnesota,MN,0.3808,0.1142,0.0
27007,Beltrami County,Minnesota,MN,0.755,0.2265,0.0
27009,Benton County,Minnesota,MN,0.3719,0.1116,0.0
27011,Big Stone County,Minnesota,MN,0.0881,0.0264,0.0
27013,Blue Earth County,Minnesota,MN,0.3831,0.1149,0.0
27015,Brown County,Minnesota,MN,0.1145,0.7343,1.0
27017,Carlton County,Minnesota,MN,0.3678,0.1103,0.0
